tweet,date,events
"""Il y a beaucoup de choses que je ne sais pas dans ce dossier""#Magnotta, précise Paradiso, après explication sur son rôle de soutien.",10/15/2014,-
"Paradiso dit que dans l'enquête #Magnotta, il était en soutien au tandem Hamlin-Bourque, avec son partenaire Provencher.",10/15/2014,-
"Paradiso n'est jamais entré dans l'appart. de #Magnotta. Il n'a pas entendu que des journalistes y étaient entrés, comme le suggère Leclair.",10/15/2014,-
"Leclair demande quelles infos Paradiso a reçues le 29 mai, lors d'une rencontre avec enquêteurs Hamlin, Bourque et Provencher #Magnotta",10/15/2014,-
Paradiso explique les recherches faites au parc Angrignon pour retrouver partie de corps de Lin Jun manquantes. #Magnotta,10/15/2014,-
Paradiso a reçu télécopie provenant de l'Ontario 1er juillet 2012. Contenait instructions pour trouver partie de corps manquante. #Magnotta,10/15/2014,-
"Dong Dong Xu nous avait prévenus qu'il avait vu une vidéo, qu'il croyait y avoir reconnu Lin Jun, dit Paradiso. #Magnotta",10/15/2014,-
"Paradiso a rencontré Dong Dong Xu, qui avait porté Lin Jun disparu. Sont allés à l'appart. de Lin Jun, ont pris items pour ID #Magnotta",10/15/2014,-
Paradiso dit n'avoir vu que partiellement la vidéo mise en ligne par #Magnotta.,10/15/2014,-
"Des images captées dans un Jean Coutu ont permis d'y voir même suspect que dans l'immeuble boul. Décarie, dit Paradiso. #Magnotta évidemment",10/15/2014,-
"Paradiso explique avoir regardé des vidéos de surveillance, puis fait vérifications concernant envois postaux de #Magnotta",10/15/2014,-
"Un drap brun était mal placé sous le matelas. Un autre était sur le dessus. Ils étaient trop grands, selon Prévost. #Magnotta",10/15/2014,-
Me Leclair interroge Prévost sur la literie retrouvée sur le lit de l'appartement. #Magnotta,10/15/2014,-
"Pas de trace de frottage/lavage dans chambre à coucher de l'appart. de #Magnotta, dit Prévost. Sinon, peut-être, pour le matelas.",10/15/2014,-
Questions de Me Leclair vs nettoyage vraisemblablement liées à sa volonté d'établir l'état d'esprit de #Magnotta au moment du meurtre,10/15/2014,-
"Du sang était aussi visible sur table, dit Prévost. Le luminol en a révélé + par la suite. Pas de trace de nettoyage évidente. #Magnotta",10/15/2014,-
Prévost dit qu'une tache de sang était visible dans réfrigérateur. Moins clair que c'était du sang dans congélateur #Magnotta,10/15/2014,-
"Dans la cuisine de l'appartement du boulevard Décarie, aucune trace de nettoyage, poursuit Prévost #Magnotta",10/15/2014,-
"Le nettoyage du bain et du lavabo de salle de bain n'a pas été très bien fait, dit Prévost, contre-interrogée par l'avocat de #Magnotta",10/15/2014,-
"Prévost croit aussi que le bain a aussi été nettoyé, à tout le moins à l'eau. #Magnotta",10/15/2014,-
"Dans lavabo de la salle de bain, il y a eu lavage/nettoyage, dit par exemple Prévost, parce qu'on y a retrouvé du sang dilué. #Magnotta",10/15/2014,-
"Du frottage n'est pas du lavage, précise Prévost. Peut avoir été induit par un quelconque contact sur une surface. #Magnotta",10/15/2014,-
"Leclair veut maintenant parler avec Prévost de ce qui a été lavé, nettoyé ou frotté dans l'appartement de #Magnotta. Pas clair pour lui.",10/15/2014,-
"L'avocat de #Magnotta montre au jury cette affiche de Casablanca, trouvée dans les ordures et vue dans la vidéo. La dépose en preuve.",10/15/2014,-
"Prévost parle maintenant de l'affiche du film Casablanca, qui présente tache de sang avec profil génétique de Lin Jun. #Magnotta",10/15/2014,-
"Le profil génétique de Lin a été trouvé sur le goulot de la bouteille, dit Prévost. Pourrait être de la salive, mais pas certain. #Magnotta",10/15/2014,-
"Prévost exhibe bouteille de vin trouvée dans ordures, aperçue dans vidéo. Selon Couronne, elle a servi à infliger sévices à Lin #Magnotta",10/15/2014,-
"Prévost a vu vidéo filmée par #Magnotta avant d'entrer dans l'appart 30 mai 2012. Puis, une 2e fois pour s'attarder au drap, à la douillette",10/15/2014,-
Prėvost souligne aussi à la demande de la Couronne qu'aucune trace du sperme de Lin Jun n'a été retrouvée. #Magnotta,10/15/2014,-
"Prévost revient sur le fait qu'un pulvérisateur de poivre de Cayenne a été retrouvé dans l'appart. de #Magnotta. Pas expertisé, selon elle.",10/15/2014,-
"Conclusion du rapport Prévost : Lin Jun ""a perdu beaucoup de sang sur le lit""#Magnotta",10/14/2014,-
"Sang présent sur parties du marteau, du tournevis et scie oscillante correspondait au profil de Lin Jun, dit Prévost. #Magnotta",10/14/2014,-
"Couteau retrouvé sur scène de crime présentait preuve d'ADN correspondant à Lin Jun, dit Prévost. #Magnotta",10/14/2014,-
"Prévost explique ce qu'elle a trouvé sur des vêtements. Sur chandail mauve, par ex., il y a le sperme de #Magnotta + sang de Lin Jun.",10/14/2014,-
"Tests pour détecter présence de sperme dans le corps de la victime sont non concluants, dit Prévost. Pas exclu, mais pas prouvé. #Magnotta",10/14/2014,-
Prévost poursuit son témoignage en décrivant ce qu'elle a trouvé sur d'autres items retrouvés sur la scène du crime. #Magnotta,10/14/2014,-
"Le couvre-matelas retrouvé dans appart. de #Magnotta contenait sang correspondant au profil génétique de Lin Jun, confirme Prévost.",10/14/2014,-
"Luminol a révélé d'autres traces de sang dans l'appartement, près du lit, derrière divan, dans le bain, notamment, dit Prévost. #Magnotta",10/14/2014,-
"Après avoir parcouru appartement en photos, Prévost parle de son travail avec le luminol, qui agit comme révélateur de sang #Magnotta",10/14/2014,-
"Prévost est d'avis que le matelas a été retourné, comme s'il y avait eu ""tentative de camouflage""#Magnotta",10/14/2014,-
"Il y a eu ""énormément""de sang sur le matelas, estime Prévost. Sang apparent ""de bord en bord""du matelas, précise-t-elle. #Magnotta",10/14/2014,-
"Lit de #Magnotta était couvert d'un drap brun neuf, sous lequel se trouvait rideau de douche bourgogne, qui cachait du sang, dit Prévost.",10/14/2014,-
"Le sang de Lin Jun retrouvé sur calorifère semble indiquer que la source provenait du pied du lit, dit Prévost. #Magnotta",10/14/2014,-
"""D'innombrables""petites gouttes de sang retrouvées sur calorifère, dit Prévost. Une ""grande force""appliquée sur la source, donc. #Magnotta",10/14/2014,-
"Prévost explique que des gouttes de sang ""en mouvement""ont été trouvées près du lit. Décrit méticuleusement leur parcours. #Magnotta",10/14/2014,-
Prévost décrit maintenant taches de sang de Lin Jun retrouvées dans la cuisine de l'appartement de #Magnotta.,10/14/2014,-
Prévost décrit longuement les taches de sang de Lin Jun retrouvées dans la salle de bain de l'appartement de #Magnotta,10/14/2014,-
Prévost commente les photos prises dans l'appartement. Elle explique les endroits où du sang a été retrouvé. #Magnotta,10/14/2014,-
"Couronne présente des photos prises dans l'appartement où Lin Jun est mort, à la demande de Prévost #Magnotta",10/14/2014,-
Prévost explique avoir retrouvé profil génétique (ADN) de Jun Lin et #Magnotta (appelé individu 1 dans rapport) avec son travail.,10/14/2014,-
Prévost a reçu 94 pièces à analyser à différents moments. #Magnotta,10/14/2014,-
"Rapport principal de Prévost fait 23 pages. On y explique notamment les pièces reçues, des descriptions, etc. #Magnotta",10/14/2014,-
"Rapport principal de Prévost déposé en mars 2013. Elle en fera trois autres, plus brefs, dont le dernier, en juin dernier. #Magnotta",10/14/2014,-
"Prévost explique comment elle a fait des prélèvements pour faire son travail, comment elle les a analysés, avec du luminol. #Magnotta",10/14/2014,-
"Prévost dit avoir regardé vidéo seconde fois de son propre chef, lorsqu'elle a commencé à se pencher sur des pièces. #Magnotta",10/14/2014,-
"Prévost explique qu'elle a vu un corps mutilé sur un lit, qqun avec un capuchon qui semblait s'acharner dessus. #Magnotta",10/14/2014,-
"Le SPVM m'expliqué certains éléments de l'enquête, dit Prévost. On m'a proposé de voir vidéo et j'ai accepté. #Magnotta",10/14/2014,-
"Prévost explique avoir entrepris son travail à 4h22, le 30 mai 2012, dans l'appartement de #Magnotta. Y est restée 2h30 environ.",10/14/2014,-
"Finalement, après qq questions, Prévost est autorisée à témoigner comme experte en bio judiciaire et en ""taches et projections""#Magnotta",10/14/2014,-
Me Leclair s'attarde au fait que Devola a parlé d'une bouteille de jus de lime trouvée dans l'appart. C'était du jus de citron... #Magnotta,10/14/2014,-
Me Leclair revient sur la porte arrière non-verrouillée de l'appartement de #Magnotta. Possible d'y accéder par une sortie d'urgence.,10/14/2014,-
Devola répète qu'il a senti une odeur de cadavre en entrant dans appartement. A vu des traces de ce qu'il croyait être du sang. #Magnotta,10/14/2014,-
"Tout était fermé dans appartement, décrit Devola. Cependant, la porte arrière n'était pas verrouillée. #Magnotta",10/14/2014,-
Policier Devola explique être entré dans appartement de #Magnotta le 29 mai 2012. Décrit ce qu'il a senti et vu.,10/14/2014,-
Me Leclair suggère qu'un seul coup de marteau a pu suffire pour blessures constatées. Dazé pas d'accord. #Magnotta,10/10/2014,-
"Leclair suggère que ce que Dazé a dit hier sur marteau est inexact, i.e. qu'il a fallu plusieurs coups pour infliger blessures #Magnotta",10/10/2014,-
"Correction: théoriquement, une scie oscillante pourrait être utilisée pour couper os, mais pas des tissus mous, selon Dazé. #Magnotta",10/10/2014,-
"Dazé réticent à utiliser la scie en cour, question de ne pas la contaminer. Me Leclair la fait fonctionner. #Magnotta",10/10/2014,-
"Me Leclair veut voir photos de la 4e vertèbre cervicale. On n'y voit pas la ligne de démembrement. Mais elle existe, assure Dazé. #Magnotta",10/10/2014,-
Me Leclair suggère que Dazé est incompétent. Témoin en désaccord évidemment. Il garde cependant son calme. #Magnotta,10/10/2014,-
"""Je ne suis pas ici pour commenter une vidéo, je suis ici pour commenter une autopsie"", dit Dazé. #Magnotta",10/10/2014,-
"Première raison pour ne pas voir la vidéo donnée par Dazé hier: ne pas ""teinter""son expertise #Magnotta",10/10/2014,-
"Me Leclair revient sur le fait que Dazé a dit ne pas avoir vu vidéo pcq il voit sufisamment de ""choses dégueulasses""entre autres #Magnotta",10/10/2014,-
Dazé est en désaccord avec la suggestion de Me Leclair selon laquelle il était de son devoir de regarder la vidéo macabre. #Magnotta,10/10/2014,-
"""Je n'ai pas d'opinion à ce sujet"", ne cesse de répéter Dazé, au sujet de la modification à la scie. #Magnotta",10/10/2014,-
"""Comment pouvez-vous donner une opinion sur un instrument qui a été modifié devant vous?""s'insurge Leclair. #Magnotta",10/10/2014,-
Me Leclair dit que la scie n'a pas été examinée dans l'état reçu. Dazé ne voit pas ce que ça change. Il ne l'a pas fait lui-même. #Magnotta,10/10/2014,-
"Dazé s'est alors penché sur trois armes, dont la scie oscillante. Il a fallu serré un boulon pour qu'elle fonctionne, dit Dazé #Magnotta",10/10/2014,-
Rapport complémentaire du 17 sept. 2014 rédigé par Dazé après rencontre avec un nouvel expert en ballistique du SPVM #Magnotta,10/10/2014,-
"Leclair dit que pour faire disparaître les empreintes digitales, il aurait fallu le faire à droite aussi. Dazé en convient. #Magnotta",10/10/2014,-
"Leclair note que la pulpe des doigts de la main droite de Lin Jun, n'a pas été découpée, comme à gauche. #Magnotta",10/10/2014,-
"Me Leclair dépose en preuve un ""rapport complémentaire""que Yann Dazé a écrit le 17 septembre dernier. #Magnotta",10/10/2014,-
"Lin Jun ne présentait aucune ""plaie de défense""dit Dazé. #Magnotta",10/10/2014,-
10 abonnés de plus depuis que mon compte a été certifié par Twitter hier. Tous des Américains qui n'ont aucune idée de ce que j'écris #weird,10/10/2014,-
"Bien lire analyse toxicologique dans mon dernier tweet, et non technologique, évidemment. #Magnotta",10/9/2014,-
"Selon Dazé, corps de Jun Lin présentait traces de témazépam et autre médicament antiallergique de type Benadryl #Magnotta",10/9/2014,-
On présente à Dazé des outils retrouvés par la police. Il commente la possibilité qu'elles aient été utilisées. #Magnotta,10/9/2014,-
Dazé explique multiples fractures sur côté gauche du visage de Lin Jun. Vraisemblablement infligées par un marteau. #Magnotta,10/9/2014,-
"Goulot d'une bouteille de vin peut avoir infligé des blessures au corps de Lin Jun, dit Dazé. #Magnotta",10/9/2014,-
"Dazé explique maintenant lacérations infligées par armes contondantes, notamment fracture du coccyx. #Magnotta",10/9/2014,-
"La pulpe des doigts de la main gauche ont été blessés, comme si on avait voulu enlever empreintes digitales, dit Dazé. #Magnotta",10/9/2014,-
"Dazé explique blessures infligées par armes tranchantes, après la mort de Lin Jun. Nombreuses plaies à plusieurs endroits #Magnotta",10/9/2014,-
Dazé présente des schémas montrant toutes les marques de blessures constatées sur le coprs de Lin Jun. #Magnotta,10/9/2014,-
Corps de Lin Jun portait des marques de blessures par armes piquantes dans deux zones. Infligées après sa mort. #Magnotta,10/9/2014,-
"Seules blessures clairement infligées avant la mort de Jun Lin sont au cou, dit Dazé. #Magnotta",10/9/2014,-
"Blessures au cou de Jun Lin infligées avant la mort, mais beaucoup d'autres ont été infligées après, dit Dazé. #Magnotta",10/9/2014,-
"Blessures infligées à Jun Lin en deux temps, par quatre armes différentes. Armes piquantes, tranchantes et contondantes -Dazé #Magnotta",10/9/2014,-
Dazé dit que les expertises ont confirmé que toutes les parties de corps reçues appartenaient à une seule et même personne. #Magnotta,10/9/2014,-
Dazé explique ce qu'il y avait dans valise retrouvée par SPVM 29 mai 2012: partie de corps + note dactylographiée rendu illisible #Magnotta,10/9/2014,-
"Raport de Dazé explique notamment lésions traumatiques et autres constats. Il y aussi section ""résumé et opinions""et conclusions #Magnotta",10/9/2014,-
Dazé explique comment un rapport d'autopsie est construit. Copies du rapport sont remises aux jurés. #Magnotta,10/9/2014,-
"Dazé ajoute qu'il voit suffisament de choses ""dégueulasses""comme ça. Pas besoin d'en rajouter en voyant vidéo donc. #Magnotta",10/9/2014,-
"Dazé n'a ""jamais vu""la vidéo macabre, ni en tout ni en partie. ""Je ne voulais pas que mon expertise soit teintée""#Magnotta",10/9/2014,-
Dazé était aussi au courant que police avait retrouvé différents outils sur scènes de crimes. Début d'autopsie: 1er juin #Magnotta,10/9/2014,-
"Que saviez-vs avant de commencer? C'était un corps démembré. Parties de corps retrouvés à différents endroits, différents moments #Magnotta",10/9/2014,-
"Yann Dazé dit que l'autopsie a été ""difficile"". Le corps de la victime était ""largement traumatisé""dit le pathologiste. #Magnotta",10/9/2014,-
"L'autopsie de Jun lin a été faite sur cinq journées différentes, non consécutives, dit Dazé, en raison des circonstances. #Magnotta",10/9/2014,-
"Rubert dit qu'il a reçu de l'aide de l'État en raison de difficultés d'emplois comme travailleur autonome, mais pas d'aide sociale #Magnotta",10/9/2014,-
"Leclair dit que Rubert a déclaré à la police qu'il vivait de l'aide sociale en 2012, alors qu'il avait reçu 500 000 euros en 1997.",10/9/2014,-
Me Leclair s'intéresse maintenant à deux héritages reçus par #Magnotta. Lien avec l'accusé est nébuleux pour dire le moins.,10/9/2014,-
"Rubert assure que #Magnotta a peu bu en sa présence, sauf peut-être lorsqu'ils sont sortis le samedi 2 juin. Mais il ne peut être précis.",10/9/2014,-
"Rubert n'en démord pas. #Magnotta buvait, mais il ne peut dire à quel point.",10/9/2014,-
"Rubert maintient néanmoins que #Magnotta buvait de l'alcool, notamment dans les bars. Pas autant que lui, mais quand même.",10/9/2014,-
"Me Leclair met en doute la mémoire de Rubert au sujet de #Magnotta, puisqu'il a dit avoir été en état d'ébriété au SPVM.",10/9/2014,-
"Me Leclair confronte Rupert à des propos qu'il a tenus dans le passé, que ce soit à la presse allemande ou aux policiers, en 2013 #Magnotta",10/9/2014,-
Rappelons que Me Leclair veut que #Magnotta soit déclaré non criminellement responsable de la mort de Lin Jun.,10/8/2014,-
"Rubert dit avoir été dans hôpital psychiatrique pour problèmes d'alcool, pas troubles de la personnalité, comme suggère Leclair. #Magnotta",10/8/2014,-
Rubert confirme avoir été admis dans un hôpital psychiatrique fin annėes 90. Il dit avoir accepté d'y aller pour éviter la prison.,10/8/2014,-
"Malgré peine de prison de 30 mois pour crimes sexuels avec mineurs, Rubert a récidivé en 1997, montre Me Leclair.",10/8/2014,-
Rubert a notamment été condamné pour crimes sexuels avec mineurs. Il laisse entendre qu'il a été trompé sur Internet. #Magnotta,10/8/2014,-
"Je vous épargne les détails, mais disons que Rubert a passé criminel chargé. Me Leclair continue de donner détail de ses crimes #Magnotta",10/8/2014,-
"Sur ce, Me Leclair continue d'évoquer passé criminel de Rubert dans les moindres détails. #Magnotta",10/8/2014,-
"""Allez-vous faire de moi un criminel?""s'insurge le témoin, visiblement agacé par les questions de l'avocat de #Magnotta",10/8/2014,-
"Me Leclair s'intéresse au passé criminel de Rubert: coupable de vol ou tentative de vol à plusieurs reprises, dit-il. #Magnotta",10/8/2014,-
Me Leclair se demande comment B.Z. a pu publier qu'il viendrait témoigner. Rubert dit que son avocat a révélé l'info à demi-mots #Magnotta,10/8/2014,-
Me Leclair ennuyé que Rubert n'ai pas parlé du bordel avant. Témoin répond qu'il a dit être allé dans des bars. #Magnotta,10/8/2014,-
Rubert affirme qu'il est allé dans un bordel pour hommes avec #Magnotta en Allemagne.,10/8/2014,-
Rubert dit que police ne l'a pas prévenu qu'il ne pouvait donner entrevue avant témoignage. L'a appris par ambassade canadienne il y a 2 jrs,10/8/2014,-
"""I need help, and I am lost"", écrit #Magnotta à Rubert dans le clavardage, note Me Leclair. Rubert n'a pas compris ce qu'il voulait dire.",10/8/2014,-
Extrait du clavardage Rubert (pseudo: avira) - #Magnotta (pseudo: william2323) du 31 mai 2012. http://t.co/7y2IwszLxx,10/8/2014,-
L'avocat de la défense demande au témoin de lire et de commenter son clavardage du 31 mai 2012 avec #Magnotta.,10/8/2014,-
Me Leclair s'intéresse au fait que Rubert a donné photos de son appartement et des extraits de clavardage avec #Magnotta à B.Z.,10/8/2014,-
"Frank Rubert, l'Allemand qui a dénoncé #Magnotta.Ils partageaient le même lit depuis 3 jours... http://t.co/FLMxkhUPUs (photo via @gendrosy)",10/8/2014,-
"#Magnotta ne prenait pas de médicaments, selon Rubert. Il buvait seulement.",10/8/2014,-
"Le billet pour Berlin acheté par #Magnotta était au nom de Kirk Trammel, montre la Couronne.",10/8/2014,-
La Couronne montre une série d'articles retrouvés dans les affaires de #Magnotta par la police allemande.,10/8/2014,-
"L'article que j'avais lu évoquait le meurtre, le démembrement, l'envoi postal de membres à des politiciens, indique Rubert #Magnotta",10/8/2014,-
Rubert précise qu'il avait déjà jeté les vêtements que portait #Magnotta quand la police est venu chez lui.,10/8/2014,-
"La police a saisi les affaires de #Magnotta. Ils n'ont rien laissé, dit Rubert.",10/8/2014,-
"La police m'a dit que j'aurais pu être le prochain..., dit Rubert. Me suis trouvé stupide d'avoir invité un inconnu chez moi. #Magnotta",10/8/2014,-
"J'ai compris alors que #Magnotta n'avait pas coupé ses cheveux aprés son arrivée, dit Rubert.",10/8/2014,-
"C'est en présence de la police que j'ai réalisé qu'il avait une perruque, dit Rubert. Je n'avais pas fouillé. #Magnotta",10/8/2014,-
"Plus tard, des policiers sont venus chez moi, ont regardé les lieux, ont posé des questions, dit Rubert #Magnotta",10/8/2014,-
"15 minutes plus tard, le policier est revenu avec six collègues. Ils m'ont de rester là, qu'""ils l'avaient déjà"", poursuit Rubert #Magnotta",10/8/2014,-
"J'ai appelé la police un peu avant 11h, dit Rubert. 20 minutes plus tard, j'étais au poste avec le journal #Magnotta",10/8/2014,-
"J'ai dit à la police que l'individu serait à la station de métro où je l'avais laissé ou au café Internet, poursuit Rubert. #Magnotta",10/8/2014,-
"L'article décrivait des gestes cruels commis par un suspect. ""J'ai commencé à avoir chaud"". J'ai appelé la police -Rubert #Magnotta",10/8/2014,-
"Je n'en ai pas pensé grand-chose, poursuit Rubert, mais j'ai demandé l'avis d'un ami sur la photo dans le journal #Magnotta",10/8/2014,-
"À la page 2 ou 3 du journal que je lisais, il était question d'un homme qui avait les caractéristiques de #Magnotta, dit Rubert.",10/8/2014,-
"Ce matin-là, après avoir laissé #Magnotta, j'ai lu un journal dans le métro, dit Rubert. J'allais rencontrer un collègue de travail.",10/8/2014,-
"Finalement, je lui ai montré un café Internet. #Magnotta y est probablement allé. Lui ai dit que je reviendrais dans 2-3 heures, dit Rubert.",10/8/2014,-
"Le matin du 4 juin, j'ai dit à #Magnotta que je devais partir, qu'il devait venir avec moi. Je ne voulais pas qu'il reste seul chez moi",10/8/2014,-
"#Magnotta me parlait normalement, ne m'a jamais parlé de drogues, dit Rubert. Mais on buvait ensemble.",10/8/2014,-
"Le comportement de #Magnotta à Berlin? C'était normal, en gros, dit le témoin. Il voulait travailler comme escorte via GayRomeo.",10/8/2014,-
"J'ai demandé à mon ami de lui soutirer des infos, dit Rubert. Des questions générales: d'où il venait, etc. #Magnotta",10/8/2014,-
"#Magnotta a rencontré deux de mes amis, dit Rubert. Avec le second, nous sommes allés au resto. Mon ami parlait français et anglais.",10/8/2014,-
"Rubert explique qu'il avait fini par décider de prendre soin de #Magnotta,de lui trouver une solution à plus long terme, pour l'aider.",10/8/2014,-
"#Magnotta a fait ""des choses""avec d'autres clients, lui ont rapporté des amis par la suite. Lui n'a pas vu, était trop saoûl.",10/8/2014,-
"#Magnotta parlait à d'autres escortes dans ces bars, des Roumains par exemple, dit Rubert.",10/8/2014,-
"Rubert dit être sorti jeudi, vendredi et samedi avec #Magnotta. Je lui ai montré des bars, on a bu beaucoup, dit-il.",10/8/2014,-
"#Magnotta voulait travailler comme escorte à Berlin avec GayRomeo, poursuit Rubert.",10/8/2014,-
"J'ai pris trois photos de lui, dit Rubert. #Magnotta voulait avoir un nouveau profil sur GayRomeo, maintenant qu'il était à Berlin",10/8/2014,-
"#Magnotta est resté chez moi jusqu'au lundi matin suivant, dit Rubert. On couchait dans le même sofa-lit...",10/8/2014,-
"#Magnotta a dit qu'il venait de Paris. Qu'il avait laissé son amant, voulait refaire sa vie à Berlin. Rubert n'a pas couché avec lui",10/8/2014,-
"J'avais demandé à #Magnotta s'il avait un passeport. Il m'a répondu que non, il l'avait laissé chez un amant à Paris.",10/8/2014,-
"#Magnotta n'utilisait pas son vrai nom, dit Rubert. Il utilisait un autre nom, William ou Kirk, il ne se rappelle plus.",10/8/2014,-
"Ensuite, je suis allé magasiner avec #Magnotta. On lui a acheté de nouveaux vêtements, puis, on est revenu à la maison, dit Rubert.",10/8/2014,-
"#Magnotta est alors allé à la salle de bain, et en est ressorti avec les cheveux courts, dit Rubert.",10/8/2014,-
"#Magnotta n'avait aucun problème avec ça. Il avait 4000 ou 5000 euros avec lui, précise Rubert.",10/8/2014,-
"Rubert a dit à #Magnotta que s'il voulait rester à Berlin, il devrait adopter un autre style: nouveaux vêtements, abandonner cheveux longs",10/8/2014,-
"Arrivé chez moi, j'ai ouvert mon ordi pour communiquer avec #Magnotta. Lui-même avait ordinateur portatif. Ils ont échangé.",10/8/2014,-
"Rubert dit avoir emmené #Magnotta chez lui. Ont peu parlé en chemin, ne se comprenaient pas. Il voulait utiliser traducteur Google.",10/8/2014,-
"#Magnotta avait les cheveux longs, était mal habillé. Ça ne me plaisait pas, poursuit Rubert.",10/8/2014,-
"J'étais déçu au départ, dit Rubert. #Magnotta n'avait pas le profil qu'il affichait sur GayRomeo. J'ai voulu laisser tomber.",10/8/2014,-
Rubert a décidé d'attendre. Bus est arrivé vers 11h. #Magnotta m'a reconnu; je lui avais dit que j'aurais jacket rouge et un chien.,10/8/2014,-
Rubert s'est rendu au terminal à 8h45. Le bus de #Magnotta devait arriver 15 minutes plus tard. Mais bus avait retard de deux heures...,10/8/2014,-
"Dans l'échange, Rubert a donné ses numéros de téléphone à #Magnotta. Mais il est allé l'attendre au terminal d'autobus.",10/8/2014,-
"La Couronne présente à Rubert une copie de cet échange avec #Magnotta, la dépose en preuve.",10/8/2014,-
"Ce mercredi soir-là, Rubert a fait une copie de l'échange qu'il avait eu en ligne avec #Magnotta.",10/8/2014,-
"Un mercredi, #Magnotta m'a prévenu qu'il arriverait le lendemain, à 9h, par bus. Il avait acheté un billet, explique Rubert.",10/8/2014,-
"#Magnotta m'a dit un jour qu'il voulait venir me voir. Il était à Paris. Je l'ai invité à venir mais je n'y croyais pas vraiment, dit Rubert",10/8/2014,-
Rubert croit que #Magnotta utilisait pseudo Kirk ou Wiliam2323 quand il comuniquait avec lui.,10/8/2014,-
"#Magnotta ne parlait qu'anglais et français, dit Rupert. J'utilisais le traducteur Google pour traduire.",10/8/2014,-
Rubert explique fonctionnement de Gay Romeo. Il l'utilisait au départ pour discuter en ligne avec un ami. Puis #Magnotta l'a contacté.,10/8/2014,-
"Rubert a connu #Magnotta via Internet en mai ou juin 2012. Il a répondu à une annonce, placée sur Facebook ou Gay Romeo.",10/8/2014,-
"Frank Rubert est un Allemand qui a hébergé #Magnotta à Berlin dans les jours précédant son arrestation. Témoigne en allemand, via interprète",10/8/2014,-
"#Magnotta est aujourd'hui plus gros, porte des lunettes, a changé ses cheveux, décrit Thomas Murphy.",10/7/2014,-
"L'avocat de #Magnotta contre-interroge Murphy. ""Êtes-vous gai?"", lui demande-t-il... Oui, répond le témoin, sans trop de surprise.",10/7/2014,-
"Murphy décrit #Magnotta comme un homme très simple, amical. ""Good guy"". Je n'avais aucune raison de le suspecter...",10/7/2014,-
"Une fois rentré chez moi, aux États-unis, j'ai vu #Magnotta aux nouvelles. Me suis dit ""Holy crap!""Pas vu d'autres escortes depuis...",10/7/2014,-
"On devait se revoir le 21 mai, dit Murphy. Mais quand j'ai voulu confirmer peu avant, il ne m'a pas répondu. #Magnotta",10/7/2014,-
"Murphy décrit le corps de #Magnotta, dit qu'il ne l'a jamais vu porter une perruque. Il lui avait dit s'appeler Luke.",10/7/2014,-
"Murphy explique nouvelle rencontre avec #Magnotta en mai. Ils ne sont pas attachés, précise-t-il. Il était un ""clean cut kid""",10/7/2014,-
Murphy a vu #Magnotta une 2e fois en mars. Avait trouvé 1ère rencontre plaisante. Ça lui avait coûté 150 ou 200$.,10/7/2014,-
"#Magnotta utilisait pseudo Nathan 22 sur Rentboy, dit Murphy. Il décrit leur 1ère rencontre en mars 2012. A duré un peu plus d'une heure.",10/7/2014,-
"Murphy a vu #Magnotta cinq fois en tout. Il l'a rencontré par un site de location d'escorte, Rentboy.",10/7/2014,-
Murphy dit qu'il ne reconnait pas #Magnotta. L'a vu pour la dernière fois le 14 mai 2012. Il l'avait vu deux fois en mars 2012.,10/7/2014,-
"L'avocat de #Magnotta interroge Xu sur sorties de Lin Jun au Sky, des rencontres qu'il y aurait faites. Témoin n'en sait rien.",10/7/2014,-
"Lin Jun et moi ne parlions pas de sa vie sexuelle, dit Xu, qui semble s'impatienter devant les questions de l'avocat de #Magnotta",10/7/2014,-
"L'avocat de #Magnotta interroge Xu sur activités en ligne de Lin Jun, son homosexualité. Xu a peu de choses à dire à ce sujet.",10/7/2014,-
"Xu ne connaît pas #Magnotta, n'a jamais entendu parler de lui.",10/7/2014,-
"Xu dit que son ami Lin Jun ne buvait pas, ne se droguait pas. Il précise n'avoir jamais eu de relations sexuelles avec lui #Magnotta",10/7/2014,-
"29 mai 2012, Xu apprend l'existence de la vidéo circulant sur Internet. Il voit une tête, reconnait Lin Jun, prévient la police #Magnotta",10/7/2014,-
Xu explique être retourné deux fois à l'appartement de Lin Jun pour trouver des indices expliquant sa disparition. #Magnotta,10/7/2014,-
"L'UConcordia lui a dit qu'on ne pouvait rien lui dire, à moins qu'il soit accompagné d'un policier. Xu a donc rappelé la police #Magnotta",10/7/2014,-
"Inquiet, Xu a appelé la police, qui a fait recherches préliminaires, lui a dit de vérifier s'il fréquentait tjrs l'UConcordia ##Magnotta",10/7/2014,-
"Xu a demandé des nouvelles de Lin au dépanneur. On lui a dit qu'il devait travailler les 24, 25 et 26 mai, mais n'était pas venu #Magnotta",10/7/2014,-
Xu a ensuite rappelé Lin Feng pour lui dire qu'il n'avait rien vu. Il est ensuite allé au dépanneur où Lin Jun travaillait #Magnotta,10/7/2014,-
"Xu explique être allé à l'appartement de Lin avec deux amis avant 22h, le 27 mai 2012. Il a demandé la clé au concierge #Magnotta",10/7/2014,-
"Xu explique avoir reçu un appel de l'ex-amant de Lin Jun, Lin Feng, le 27 mai. Il était inquiet de ne plus avoir de nouvelles #Magnotta",10/7/2014,-
